,Search String,Title,Heading,Link,Date,Search Engine
51,IRCTC and Stocks,"RVNL, IRCTC, Persistent & Rainbow Children's: What Kiran Jani of Jainam Broking says on these 4 stocks",Business Today,/url?q=https://www.businesstoday.in/markets/stocks/story/rvnl-irctc-persistent-rainbow-childrens-what-kiran-jani-of-jainam-broking-says-on-these-4-stocks-424432-2024-04-05&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQICRAC&usg=AOvVaw04hxZItP94aQP4gaZ-_Nmn,2024-04-10 10:33:46.933904,Google
52,IRCTC and Stocks,"Trade Spotlight | How you should trade in SAIL, Bharat Electronics, IRCTC stocks today",Moneycontrol,/url?q=https://www.moneycontrol.com/news/business/markets/trade-spotlight-how-you-should-trade-in-sail-bharat-electronics-irctc-stocks-today-12564251.html&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQICBAC&usg=AOvVaw0dhuJXNVXlgcLjAmYezhVv,2024-04-10 10:36:46.933918,Google
53,IRCTC and Stocks,"IRCTC share price Today Live Updates : IRCTC closed today at ₹1002.75, up 0.49% from yesterday's ₹997.9 | Mint",mint,/url?q=https://www.livemint.com/market/live-blog/irctc-share-price-today-latest-live-updates-on-05-apr-2024-11712284211157.html&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIAxAC&usg=AOvVaw2i4MRO43Z6hgOPuuqVYRpe,2024-04-10 10:33:46.933932,Google
54,IRCTC and Stocks,IRCTC shares up 0.14% as Nifty gains,The Economic Times,/url?q=https://m.economictimes.com/irctc-shares-up-0-14-as-nifty-gains/articleshow/109157769.cms&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIBBAC&usg=AOvVaw3dYF181bVySyglwJ8t1g5I,2024-04-10 10:16:46.933947,Google
55,IRCTC and Stocks,"IRCTC share price Today Live Updates : IRCTC closed today at ₹997.9, down -1.64% from yesterday's ₹1014.5 | Mint",mint,/url?q=https://www.livemint.com/market/live-blog/irctc-share-price-today-latest-live-updates-on-04-apr-2024-11712197899655.html&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIARAC&usg=AOvVaw1xf154jhwGmktUaYnxN3Ix,2024-04-10 10:32:46.933973,Google
56,IRCTC and Stocks,"IRCTC shares cross Rs 1,000 mark after two years, hit 52-week high; target price, resistance and more",Business Today,/url?q=https://www.businesstoday.in/markets/company-stock/story/irctc-shares-rise-52-week-high-target-price-buy-sell-or-hold-414249-2024-01-20&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIABAC&usg=AOvVaw0T67bT-yl0M9IADhY-Ui80,2024-04-10 10:35:46.933995,Google
57,IRCTC and Stocks,"IRCTC share price Today Live Updates : IRCTC closed today at ₹930.15, up 0.13% from yesterday's ₹928.95 | Mint",mint,/url?q=https://www.livemint.com/market/live-blog/irctc-share-price-today-latest-live-updates-on-27-mar-2024-11711506779772.html&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIBhAC&usg=AOvVaw3Knh0o4HWt48id6ND7WvFj,2024-04-10 10:35:46.934009,Google
58,IRCTC and Stocks,"IRCTC shares rebound 73% from 52-week low; can they cross Rs 1,250 mark?",Business Today,/url?q=https://www.businesstoday.in/markets/company-stock/story/irctc-shares-rise-52-week-low-price-targets-resistance-outlook-418834-2024-02-25&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIBxAC&usg=AOvVaw1-jLcKHeUx46eh4RoR6Ynv,2024-04-10 10:36:46.934023,Google
59,IRCTC and Stocks,Stock Radar: IRCTC found support above 20-week EMA after hitting a high in January; should you buy?,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/news/stock-radar-irctc-found-support-above-20-week-ema-after-hitting-a-high-in-january-should-you-buy/articleshow/108789136.cms&sa=U&ved=2ahUKEwi9lKqi8LaFAxWHXGwGHZ8eD10QxfQBegQIAhAC&usg=AOvVaw2NapS1fQW68D3WAxAqZ4g9,2024-04-10 10:35:46.934036,Google
60,IRCTC and Stocks,Stock Radar: IRCTC found support above 20-week EMA after hitting a high in January; should you buy?,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/news/stock-radar-irctc-found-support-above-20-week-ema-after-hitting-a-high-in-january-should-you-buy/articleshow/108789136.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgFEAI&usg=AOvVaw1cRB3zDx6RkNR1wJvaSJb5,2024-04-10 10:35:46.934050,Google
61,IRCTC and Stocks,IRCTC shares rise 0.51% as Sensex slides,The Economic Times,/url?q=https://m.economictimes.com/irctc-shares-rise-0-51-as-sensex-slides/articleshow/109055593.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgJEAI&usg=AOvVaw3vLj8YG6-3UWlCrfPsBHaW,2024-04-10 10:33:46.934074,Google
62,IRCTC and Stocks,"F&O stocks: IRCTC, Coforge among 5 stocks with long buildup",The Economic Times,/url?q=https://m.economictimes.com/markets/options/fo-stocks-irctc-coforge-among-5-stocks-with-long-buildup/articleshow/108997868.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgAEAI&usg=AOvVaw3I3ujgqqQyrR30SNp3go-D,2024-04-10 10:31:46.934105,Google
63,IRCTC and Stocks,Stock Radar: IRCTC inching higher for the past 6 months: Should you buy?,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/news/stock-radar-irctc-inching-higher-for-the-past-6-months-should-you-buy/videoshow/108794118.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgBEAI&usg=AOvVaw0aTPz-oWfYIPUd3UC1R58k,2024-04-10 10:35:46.934132,Google
64,IRCTC and Stocks,"IRCTC - IndusInd Bank, HCL Tech among 5 stocks with short buildup",The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/news/indusind-bank-hcl-tech-among-5-stocks-with-short-buildup/irctc/slideshow/109025186.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgIEAI&usg=AOvVaw3g_LePYU05mQPG22G6HRBb,2024-04-10 10:32:46.934146,Google
65,IRCTC and Stocks,IRCTC shares rise 1.65 per cent in Wednesday's trading session,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-rise-1-65-per-cent-in-wednesdays-trading-session/articleshow/108993192.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgHEAI&usg=AOvVaw2DalxAifLtoGaIlWGhBiux,2024-04-10 10:36:46.934169,Google
66,IRCTC and Stocks,IRCTC shares up 0.8% as Sensex falls,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-up-0-8-as-sensex-falls/articleshow/108782633.cms&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgCEAI&usg=AOvVaw01bhPZWycX45DX0AMBhVl6,2024-04-10 10:35:46.934183,Google
67,IRCTC and Stocks,IRCTC shares in focus after MoU with Swiggy; railway PSU stock up 5% in 2024 so far,Business Today,/url?q=https://www.businesstoday.in/markets/company-stock/story/irctc-shares-in-focus-after-mou-with-swiggy-railway-psu-stock-up-5-in-2024-so-far-420244-2024-03-06&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgDEAI&usg=AOvVaw3rvtSzWBhRFKXsNUW2_VCn,2024-04-10 10:36:46.934206,Google
68,IRCTC and Stocks,Stocks to buy: Here's why IRCTC and JSW Energy are among top choices | Mint,mint,/url?q=https://www.livemint.com/market/stock-market-news/stocks-to-buy-heres-why-irctc-and-jsw-energy-are-among-top-choices-11708846935870.html&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgEEAI&usg=AOvVaw0yAnQRRzU4XaBgUx7KNG3T,2024-04-10 10:36:46.934237,Google
69,IRCTC and Stocks,"Stock recommendations by analyst for March 18: IRCTC, Airtel and ITC",BUSINESS TODAY,/url?q=https://www.businesstoday.in/visualstories/stock/stock-recommendations-by-analyst-for-march-18-irctc-airtel-and-itc-114116-18-03-2024&sa=U&ved=2ahUKEwiRks6i8LaFAxUQS2cHHfJTAGU4ChDF9AF6BAgGEAI&usg=AOvVaw0VW2pV7V8rhcv4PzUWqNAs,2024-04-10 10:34:46.934269,Google
70,IRCTC and Stocks,"IRCTC shares slip 11% from 52-week high; can the railway stock hit Rs 1,000 mark?",Business Today,/url?q=https://www.businesstoday.in/markets/company-stock/story/irctc-shares-fall-52-week-high-price-target-buy-sell-or-hold-410210-2023-12-20&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgBEAI&usg=AOvVaw2HhPqltsphXOxhEkUQjmCz,2024-04-10 10:34:46.934291,Google
71,IRCTC and Stocks,IRCTC share price hits 52-week high. Experts see more upside | Mint,mint,/url?q=https://www.livemint.com/market/stock-market-news/irctc-share-price-hits-52-week-high-experts-see-more-upside-11702537039734.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgJEAI&usg=AOvVaw2VK9FP8qZwnZMS-5o_c-vU,2024-04-10 10:34:46.934324,Google
72,IRCTC and Stocks,"Stocks to buy: IRCTC and ITC among top bets, here's why | Mint",mint,/url?q=https://www.livemint.com/market/stock-market-news/stocks-to-buy-irctc-and-itc-among-top-bets-heres-why-11710663879347.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgDEAI&usg=AOvVaw3gI_SgUAd7jmiGAYWHwIBC,2024-04-10 10:34:46.934339,Google
73,IRCTC and Stocks,"IRCTC shares rise over 13%, hit 52-week high after record turnover",Livemint,/url?q=https://www.livemint.com/market/stock-market-news/irctc-shares-rise-over-13-hit-52-week-high-after-recording-second-highest-turnover-11702896051843.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgCEAI&usg=AOvVaw1Qm_ijxSHQSsfmuhLATXi2,2024-04-10 10:34:46.934363,Google
74,IRCTC and Stocks,IRCTC share price up 4.13 per cent,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-share-price-up-4-13-per-cent/articleshow/108667830.cms&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgAEAI&usg=AOvVaw1Jyw79peuVMJb3GzI2MWOB,2024-04-10 10:34:46.934377,Google
75,IRCTC and Stocks,"IRCTC share price Today Live Updates : IRCTC closed today at ₹1014.5, up 1.11% from yesterday's ₹1003.4 | Mint",mint,/url?q=https://www.livemint.com/market/live-blog/irctc-share-price-today-latest-live-updates-on-03-apr-2024-11712111600836.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgIEAI&usg=AOvVaw3K0LAi72ZLWNm22PAym2xA,2024-04-10 10:31:46.934409,Google
76,IRCTC and Stocks,IRCTC share price retraces after technical breakout. Good opportunity to buy? | Mint,mint,/url?q=https://www.livemint.com/market/stock-market-news/irctc-share-price-retraces-after-technical-breakout-good-opportunity-to-buy-11701760061515.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgGEAI&usg=AOvVaw3rjgCJbbb818O22VQXj6zg,2024-04-10 10:33:46.934443,Google
77,IRCTC and Stocks,IRCTC shares down 6.73% as Nifty drops,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-down-6-73-as-nifty-drops/articleshow/107078147.cms&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgHEAI&usg=AOvVaw3kz4CLNVDrOcRsloIy1wjM,2024-04-10 10:35:46.934470,Google
78,IRCTC and Stocks,"Stock market today: IRCTC, RBL Bank, Balrampur Chini Mills among 5 stocks under F&O ban list | Mint",mint,/url?q=https://www.livemint.com/market/stock-market-news/stock-market-today-irctc-rbl-bank-balrampur-chini-mills-among-5-stocks-under-f-o-ban-list-11706030791482.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgEEAI&usg=AOvVaw0Fx4giEHlFwwIWFej8L01D,2024-04-10 10:35:46.934484,Google
79,IRCTC and Stocks,"Stocks to Watch: Angel One, Vodafone Idea, Grasim, Paytm, Spicejet, IRCTC | Mint",mint,/url?q=https://www.livemint.com/market/stock-market-news/stocks-to-watch-angel-one-vodafone-idea-grasim-paytm-spicejet-irctc-11708653169553.html&sa=U&ved=2ahUKEwjejYSj8LaFAxXKa2wGHYbJCeI4FBDF9AF6BAgFEAI&usg=AOvVaw10FivrjJigiuXIxNdRKUoD,2024-04-10 10:36:46.934508,Google
80,IRCTC and Stocks,"IRCTC, Indiabulls Housing Finance, Blue Star & more - top stocks that can grow 25% in short-term",Times of India,/url?q=https://timesofindia.indiatimes.com/business/india-business/top-stock-picks-for-short-term-irctc-blue-star-nazara-tech-indiabulls-housing-finance-jsw-energy-godrej-properties/articleshow/108002675.cms&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgFEAI&usg=AOvVaw1ShxNGHGzp8AvUkL_tTAKK,2024-04-10 10:36:46.934522,Google
81,IRCTC and Stocks,Buy or sell: Ruchit Jain of 5paisa recommends buying Century Textiles and IRCTC today | Mint,mint,/url?q=https://www.livemint.com/market/stock-market-news/buy-or-sell-ruchit-jain-of-5paisa-recommends-buying-century-textiles-and-irctc-today-11711992322229.html&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgJEAI&usg=AOvVaw1TU9BUYC7xwA2S3Q94MlHn,2024-04-10 10:36:46.934564,Google
82,IRCTC and Stocks,IRCTC and Kotak Bank remain Mehta Equities’ top stock recommendations for the week,The Financial Express,/url?q=https://www.financialexpress.com/market/cafeinvest-irctc-and-kotak-bank-remain-mehta-equities-top-stock-recommendations-for-the-week-3444757/&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgIEAI&usg=AOvVaw3LF8Usxi85XaLAZkbBtgYv,2024-04-10 10:31:46.934583,Google
83,IRCTC and Stocks,"IRCTC shares slip 11% from 52-week high; can the railway stock hit Rs 1,000 mark?",Business Today,/url?q=https://www.businesstoday.in/markets/company-stock/story/irctc-shares-fall-52-week-high-price-target-buy-sell-or-hold-410210-2023-12-20&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgHEAI&usg=AOvVaw27GSdcJofBafZEF7ixL0mv,2024-04-10 10:34:46.934597,Google
84,IRCTC and Stocks,"Buzzing Stocks: Vodafone Idea, IRCTC, Olectra Greentech, Tata Elxsi, Bajaj Auto & others",Moneycontrol,/url?q=https://www.moneycontrol.com/news/photos/business/stocks/buzzing-stocks-vodafone-idea-irctc-olectra-greentech-tata-elxsi-bajaj-auto-others-12334991.html&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgCEAI&usg=AOvVaw02SePU9EzhffsOnEdhOT4e,2024-04-10 10:36:46.934623,Google
85,IRCTC and Stocks,IRCTC shares up 2.84% as Nifty gains,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-up-2-84-as-nifty-gains/articleshow/108932122.cms&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgEEAI&usg=AOvVaw3oU7gA2V-K0lBMFw57vmFD,2024-04-10 10:36:46.934637,Google
86,IRCTC and Stocks,"Stocks to Watch today, Feb 12:ONGC, IRCTC, JSW Grp, DRL, Easy Trip Planners",Business Standard,/url?q=https://www.business-standard.com/markets/news/stocks-to-watch-today-feb-12-ongc-irctc-jsw-grp-drl-easy-trip-planners-124021200004_1.html&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgBEAI&usg=AOvVaw2BRR7yk8ck6aFzT3i_8eiq,2024-04-10 10:36:46.934650,Google
87,IRCTC and Stocks,"Is Nifty poised to hit another record high? Voda Idea, IRCTC stocks in focus | Market Minutes",Moneycontrol,/url?q=https://www.moneycontrol.com/news/business/is-nifty-poised-to-hit-another-record-high-voda-idea-irctc-stocks-in-focus-market-minutes-12335361.html&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgGEAI&usg=AOvVaw2BMH-w6NhjoCU8uY1VQaCy,2024-04-10 10:36:46.934684,Google
88,IRCTC and Stocks,Tech analyst recommends buying IRCTC and Coal India,cnbctv18,/url?q=https://www.cnbctv18.com/market/irctc-coal-india-top-technical-picks-stocks-to-buy-19390272.htm&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgAEAI&usg=AOvVaw2UibQwQIS8PUy4RufwNw5D,2024-04-10 10:36:46.934716,Google
89,IRCTC and Stocks,IRCTC shares get a Rail Neer boost; what is driving the stock higher?,Zee Business,/url?q=https://www.zeebiz.com/markets/stocks/news-irctc-share-price-today-nse-gains-rail-neer-news-new-project-water-plant-in-vishakhapatnam-277007&sa=U&ved=2ahUKEwjlvMWj8LaFAxV5XWwGHQT2BaE4HhDF9AF6BAgDEAI&usg=AOvVaw2C-SSH8lD6kQq3ZZbxrNIS,2024-04-10 10:36:46.934748,Google
90,IRCTC and Stocks,IRCTC shares down 2.4% as Nifty gains,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-down-2-4-as-nifty-gains/articleshow/108427431.cms&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgCEAI&usg=AOvVaw04KA8M4DHtSfMbR3MDB5_H,2024-04-10 10:36:46.934782,Google
91,IRCTC and Stocks,"Stocks to watch out for today: Tata Power, LIC, Kalyan Jewellers, IRCTC, Paradeep Phosphates and more",Business Today,/url?q=https://www.businesstoday.in/markets/trending-stocks/story/stocks-to-watch-out-for-today-tata-power-lic-kalyan-jewellers-irctc-paradeep-phosphates-and-more-416802-2024-02-09&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgJEAI&usg=AOvVaw1eAHxYeb6thWqk8AnMkai0,2024-04-10 10:35:46.934816,Google
92,IRCTC and Stocks,Share price of IRCTC jumps as Sensex gains 173.2 points,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/share-price-of-irctc-jumps-as-sensex-gains-173-2-points/articleshow/108698095.cms&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgEEAI&usg=AOvVaw1xM7OOit0viI8OMwvFsztx,2024-04-10 10:35:46.934839,Google
93,IRCTC and Stocks,"Stocks to watch out for today: Wipro, Zomato, JSW Energy, IRCTC, Tata Technologies and more",Business Today,/url?q=https://www.businesstoday.in/markets/stocks/story/stocks-to-watch-out-for-today-wipro-zomato-jsw-energy-irctc-tata-technologies-and-more-420258-2024-03-06&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgIEAI&usg=AOvVaw3lrTjToYKIb3_t-GpvJHYa,2024-04-10 10:36:46.934864,Google
94,IRCTC and Stocks,"IRCTC share price Today Live Updates : IRCTC closed today at ₹928.9, down -0.03% from yesterday's ₹929.2 | Mint",mint,/url?q=https://www.livemint.com/market/live-blog/irctc-share-price-today-latest-live-updates-on-28-mar-2024-11711593040175.html&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgAEAI&usg=AOvVaw3kHUAkpAXQqNefdjpzGDiE,2024-04-10 10:35:46.934886,Google
95,IRCTC and Stocks,"IRCTC, Piramal Ent, Delta Corp among 6 stocks that can jump 8-23% in the next 3-4 weeks; do you own any? | Mint",mint,/url?q=https://www.livemint.com/market/stock-market-news/irctc-piramal-ent-delta-corp-among-6-stocks-that-can-jump-8-23-in-the-next-3-4-weeks-do-you-own-any-11708922187517.html&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgGEAI&usg=AOvVaw1DRpzSjX9RUxyBmWOOLi3v,2024-04-10 10:36:46.934918,Google
96,IRCTC and Stocks,IRCTC shares down 1.11% as Nifty drops,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-down-1-11-as-nifty-drops/articleshow/108610266.cms&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgDEAI&usg=AOvVaw3vZfJLXo3UlZN_zvCk8ba7,2024-04-10 10:34:46.934950,Google
97,IRCTC and Stocks,IRCTC shares up 0.23% as Nifty gains,The Economic Times,/url?q=https://m.economictimes.com/markets/stocks/stock-watch/irctc-shares-up-0-23-as-nifty-gains/articleshow/108580210.cms&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgHEAI&usg=AOvVaw3iArYtqLZ31IaC9SWwlOYG,2024-04-10 10:34:46.934963,Google
98,IRCTC and Stocks,"Traders Diary: Buy, sell or hold strategy on DLF, IRCTC, LTIMindtree, Wipro, Eicher Motors, over a dozen ot...",Zee Business,/url?q=https://www.zeebiz.com/markets/stocks/news-traders-diary-buy-sell-or-hold-strategy-on-dlf-irctc-ltimindtree-wipro-eicher-motors-over-a-dozen-other-stocks-today-281210&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgBEAI&usg=AOvVaw0RH5jAA1sBhI2_ydKvWvGs,2024-04-10 10:35:46.935008,Google
99,IRCTC and Stocks,"General Elections 2024 Stock Picks: IRCTC, SBI among top 10 picks for this season; to offer 10-20% potential upside | Mint",mint,/url?q=https://www.livemint.com/market/stock-market-news/general-elections-2024-stock-picks-irctc-sbi-among-top-10-picks-for-this-season-to-offer-10-20-potential-upside-11708013989987.html&sa=U&ved=2ahUKEwjDiPqj8LaFAxXfSGcHHc9UCUc4KBDF9AF6BAgFEAI&usg=AOvVaw0wzGVuyWIWa4nAgTlbOIKK,2024-04-10 10:36:46.935031,Google
100,IRFC and Stocks,Experts recommend these 5 shares to buy after RBI monetary policy meeting,Livemint,https://www.livemint.com/market/stock-market-news/irfc-bajaj-finance-to-hdfc-bank-expert-recommend-these-5-shares-to-buy-after-rbi-monetary-policy-meeting-11712296952777.html,2024-04-10 10:32:46.935094,Yahoo
101,IRFC and Stocks,Marico stock rises 3% after company reports gradual uptick in Q4 growth,Livemint,https://www.livemint.com/market/stock-market-news/marico-stock-rises-3-after-company-reports-gradual-uptick-in-q4-growth-11712315323544.html,2024-04-10 10:32:46.935118,Yahoo
102,IRFC and Stocks,"Adani Power shares hit record high today, jump 18% in 4 sessions",Livemint,https://www.livemint.com/market/stock-market-news/adani-power-shares-hit-record-high-today-jump-18-in-4-sessions-11712140554200.html,2024-04-10 10:30:46.935152,Yahoo
103,IRFC and Stocks,Why is IREDA share price skyrocketing? — explained,Livemint,https://www.livemint.com/market/stock-market-news/why-is-ireda-share-price-skyrocketing-this-week-explained-11712305358828.html,2024-04-10 10:32:46.935176,Yahoo
104,IRFC and Stocks,Buy or sell: Sumeet Bagadia recommends three shares to buy on Monday — April 8,Livemint,https://www.livemint.com/market/stock-market-news/stocks-to-buy-or-sell-bhel-to-bajaj-finserv-sumeet-bagadia-recommends-three-shares-to-buy-on-monday-april-8-11712375920245.html,2024-04-10 10:33:46.935190,Yahoo
105,IRFC and Stocks,Adani Power Hits Record High Amid Expansion Plans and Coal-Fired Power Interest | India Infoline,India Infoline,https://www.indiainfoline.com/news/business/adani-power-hits-record-high-amid-expansion-plans-and-coal-fired-power-interest,2024-04-10 10:30:46.935216,Yahoo
106,IRFC and Stocks,RBI Policy: Why does the market look disappointed with RBI MPC outcome?,Livemint,https://www.livemint.com/market/stock-market-news/rbi-policy-why-does-the-market-look-disappointed-with-rbi-mpc-outcome-11712301440388.html,2024-04-10 10:32:46.935251,Yahoo
